#time	ekin		epot		etot		chain_length	emp
31.5	8.273381	2.937602	11.210983	3.666306	5.333573
31.6	7.899183	3.311798	11.210981	3.634763	5.092340
31.7	7.413236	3.797746	11.210982	3.581619	4.779066
31.8	7.035911	4.175074	11.210985	3.503079	4.535818
31.9	7.262672	3.948314	11.210985	3.406378	4.682002
32	8.159868	3.051113	11.210981	3.307063	5.260395
32.1	9.051629	2.159347	11.210976	3.222241	5.835284
32.2	9.164208	2.046769	11.210977	3.163078	5.907859
32.3	8.504989	2.705995	11.210983	3.131164	5.482883
32.4	7.830442	3.380546	11.210988	3.121407	5.048025
32.5	7.724296	3.486691	11.210987	3.128892	4.979596
32.6	8.094981	3.116004	11.210984	3.153353	5.218564
32.7	8.616159	2.594824	11.210983	3.197294	5.554550
32.8	9.125475	2.085507	11.210982	3.260846	5.882889
32.9	9.401124	1.809854	11.210978	3.339237	6.060592
33	8.970969	2.240007	11.210976	3.424885	5.783285
33.1	7.659151	3.551830	11.210981	3.511472	4.937599
33.2	6.221770	4.989220	11.210990	3.596554	4.010968
33.3	5.924291	5.286703	11.210994	3.681532	3.819193
33.4	7.268893	3.942095	11.210987	3.769924	4.686013
33.5	9.310272	1.900705	11.210977	3.865458	6.002022
33.6	10.473121	0.737851	11.210972	3.970904	6.751672
33.7	10.067774	1.143204	11.210978	4.087775	6.490358
33.8	8.802386	2.408599	11.210986	4.216623	5.674605
33.9	7.804202	3.406786	11.210988	4.357698	5.031109
34	7.526115	3.684871	11.210986	4.511725	4.851836
34.1	7.712104	3.498880	11.210984	4.680424	4.971736
34.2	7.993673	3.217310	11.210983	4.866332	5.153255
34.3	8.265256	2.945728	11.210984	5.071624	5.328335
34.4	8.561380	2.649603	11.210983	5.296052	5.519236
34.5	8.799322	2.411660	11.210982	5.534782	5.672629
34.6	8.808964	2.402017	11.210981	5.777582	5.678846
34.7	8.511284	2.699698	11.210982	6.010263	5.486941
34.8	8.010207	3.200777	11.210984	6.218014	5.163913
34.9	7.602978	3.608008	11.210986	6.389337	4.901387
35	7.647602	3.563386	11.210987	6.519199	4.930154
35.1	8.226985	2.983999	11.210984	6.610499	5.303663
35.2	8.929699	2.281281	11.210980	6.673578	5.756680
35.3	9.168604	2.042374	11.210979	6.724057	5.910694
35.4	8.760630	2.450352	11.210981	6.779627	5.647686
35.5	8.064322	3.146663	11.210985	6.856418	5.198800
35.6	7.580433	3.630554	11.210987	6.965568	4.886852
35.7	7.542817	3.668169	11.210986	7.110463	4.862603
35.8	7.876739	3.334246	11.210985	7.285365	5.077871
35.9	8.404721	2.806263	11.210984	7.476322	5.418244
36	8.982088	2.228895	11.210983	7.664497	5.790453
36.1	9.424086	1.786895	11.210981	7.830705	6.075394
36.2	9.386761	1.824217	11.210978	7.959526	6.051332
36.3	8.515850	2.695128	11.210978	8.042036	5.489885
36.4	6.956401	4.254583	11.210984	8.076814	4.484560
